timestamp_ns,thread_id,event,callee_addr,callee_func,callee_fileline,caller_addr,caller_func,caller_fileline
1751729557633582446,51362,ENTER,0x408b42,std::remove_reference<std::tuple<Worker::start()::{lambda()#1}>&>::type&& std::move<std::tuple<Worker::start()::{lambda()#1}>&>(std::remove_reference&&),/usr/include/c++/9/bits/move.h:99,0x408af0,void std::thread::_Invoker<std::tuple<Worker::start()::{lambda()#1}> >::_M_invoke<0ul>(std::_Index_tuple<0ul>),/usr/include/c++/9/thread:244
1751729557633586726,51361,ENTER,0x403fdf,"std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::thread::id> >, std::is_move_constructible<std::thread::id>, std::is_move_assignable<std::thread::id> >::value, void>::type std::swap<std::thread::id>(std::thread::id&, std::thread::id&)",/usr/include/c++/9/bits/move.h:182,0x402f7e,std::thread::swap(std::thread&),/usr/include/c++/9/thread:159
1751729557633590794,51362,EXIT,0x408b42,std::remove_reference<std::tuple<Worker::start()::{lambda()#1}>&>::type&& std::move<std::tuple<Worker::start()::{lambda()#1}>&>(std::remove_reference&&),/usr/include/c++/9/bits/move.h:99,0x408af0,void std::thread::_Invoker<std::tuple<Worker::start()::{lambda()#1}> >::_M_invoke<0ul>(std::_Index_tuple<0ul>),/usr/include/c++/9/thread:244
1751729557633595132,51361,ENTER,0x404d4d,std::remove_reference<std::thread::id&>::type&& std::move<std::thread::id&>(std::thread::id&),/usr/include/c++/9/bits/move.h:99,0x404021,"std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::thread::id> >, std::is_move_constructible<std::thread::id>, std::is_move_assignable<std::thread::id> >::value, void>::type std::swap<std::thread::id>(std::thread::id&, std::thread::id&)",/usr/include/c++/9/bits/move.h:193
1751729557633599441,51362,ENTER,0x408b87,"std::tuple_element<0ul, std::tuple<Worker::start()::{lambda()#1}> >::type&& std::get<0ul, Worker::start()::{lambda()#1}>(Worker::start()::{lambda()#1}&&)",/usr/include/c++/9/tuple:1332,0x408af8,void std::thread::_Invoker<std::tuple<Worker::start()::{lambda()#1}> >::_M_invoke<0ul>(std::_Index_tuple<0ul>),/usr/include/c++/9/thread:244
1751729557633604019,51361,EXIT,0x404d4d,std::remove_reference<std::thread::id&>::type&& std::move<std::thread::id&>(std::thread::id&),/usr/include/c++/9/bits/move.h:99,0x404021,"std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::thread::id> >, std::is_move_constructible<std::thread::id>, std::is_move_assignable<std::thread::id> >::value, void>::type std::swap<std::thread::id>(std::thread::id&, std::thread::id&)",/usr/include/c++/9/bits/move.h:193
1751729557633608257,51362,ENTER,0x408c5a,"std::tuple_element<0ul, std::tuple<Worker::start()::{lambda()#1}> >::type& std::get<0ul, Worker::start()::{lambda()#1}>(Worker::start()::{lambda()#1}&)",/usr/include/c++/9/tuple:1320,0x408bb7,"std::tuple_element<0ul, std::tuple<Worker::start()::{lambda()#1}> >::type&& std::get<0ul, Worker::start()::{lambda()#1}>(Worker::start()::{lambda()#1}&&)",/usr/include/c++/9/tuple:1335
1751729557633612444,51361,ENTER,0x404d4d,std::remove_reference<std::thread::id&>::type&& std::move<std::thread::id&>(std::thread::id&),/usr/include/c++/9/bits/move.h:99,0x404034,"std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::thread::id> >, std::is_move_constructible<std::thread::id>, std::is_move_assignable<std::thread::id> >::value, void>::type std::swap<std::thread::id>(std::thread::id&, std::thread::id&)",/usr/include/c++/9/bits/move.h:194
1751729557633616559,51362,ENTER,0x408d6a,"Worker::start()::{lambda()#1}& std::__get_helper<0ul, Worker::start()::{lambda()#1}>(std::_Tuple_impl<0ul, Worker::start()::{lambda()#1}>&)",/usr/include/c++/9/tuple:1309,0x408c8a,"std::tuple_element<0ul, std::tuple<Worker::start()::{lambda()#1}> >::type& std::get<0ul, Worker::start()::{lambda()#1}>(Worker::start()::{lambda()#1}&)",/usr/include/c++/9/tuple:1321
1751729557633620759,51361,EXIT,0x404d4d,std::remove_reference<std::thread::id&>::type&& std::move<std::thread::id&>(std::thread::id&),/usr/include/c++/9/bits/move.h:99,0x404034,"std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::thread::id> >, std::is_move_constructible<std::thread::id>, std::is_move_assignable<std::thread::id> >::value, void>::type std::swap<std::thread::id>(std::thread::id&, std::thread::id&)",/usr/include/c++/9/bits/move.h:194
